Ticker,Avg_Daily_Return,Beta,Annual_Volatility,Cluster_Agglom,Label_Agglom,Cluster_KMeans,Label_KMeans
IBKR,0.002330869771524819,0.7515804550685962,0.25968255942165425,0,Aggressive Growth,0,Aggressive Growth
IBM,0.001656823772969147,0.6947187494127991,0.20436652816202658,1,Defensive / Low-Risk,1,Defensive / Low-Risk
ICE,0.0009081830319546354,0.5963622981602374,0.16211259277292336,1,Defensive / Low-Risk,1,Defensive / Low-Risk
IDXX,-0.0001494561012641599,1.2099646068632914,0.2802193788940626,1,Defensive / Low-Risk,1,Defensive / Low-Risk
IEX,0.0001551654127575082,0.8443789126045836,0.2034901248363385,1,Defensive / Low-Risk,1,Defensive / Low-Risk
IFF,3.1265985975202043e-05,0.7205309544637233,0.3065752675279419,1,Defensive / Low-Risk,1,Defensive / Low-Risk
INCY,0.0002557694078225563,0.4280037573105281,0.28012721605619495,1,Defensive / Low-Risk,1,Defensive / Low-Risk
INTC,-0.0005611431759066667,1.9049199985037126,0.46854558107192307,1,Defensive / Low-Risk,0,Aggressive Growth
INTU,0.0011264506172130497,1.3227028386094677,0.27468162028175536,0,Aggressive Growth,0,Aggressive Growth
INVH,0.00013576373639875012,0.8357314281354847,0.20628662941855197,1,Defensive / Low-Risk,1,Defensive / Low-Risk
IP,0.0016251675063506089,0.4273999631617267,0.2852798476446026,1,Defensive / Low-Risk,1,Defensive / Low-Risk
IQV,0.0003013184145296199,1.1831138713957658,0.27559817346491766,0,Aggressive Growth,0,Aggressive Growth
IR,0.001230074224953394,1.2274579047759075,0.24693123081965063,0,Aggressive Growth,0,Aggressive Growth
IRM,0.001790671274246041,0.8759739865511277,0.24780247531951347,0,Aggressive Growth,0,Aggressive Growth
ISRG,0.0014414336986399445,1.1406258032233412,0.26568272177548863,0,Aggressive Growth,0,Aggressive Growth
IT,0.0012547209627491998,1.106966588366061,0.23758498163125039,1,Defensive / Low-Risk,0,Aggressive Growth
ITW,0.000411815917129699,0.6690606141781876,0.16472207136626255,1,Defensive / Low-Risk,1,Defensive / Low-Risk
IVZ,0.0006073063555612932,1.3685026554252724,0.3059060450437146,0,Aggressive Growth,0,Aggressive Growth
J,0.0009123335442454497,0.7987713541491965,0.21529252044762123,1,Defensive / Low-Risk,1,Defensive / Low-Risk
JBHT,0.00011121824369656146,0.9746513878260931,0.25725492854672244,1,Defensive / Low-Risk,1,Defensive / Low-Risk
JBL,0.001850253014698899,1.3809210948950106,0.3889796609776796,0,Aggressive Growth,0,Aggressive Growth
JCI,0.0009427965999612538,1.209799405230081,0.2543242679222117,0,Aggressive Growth,0,Aggressive Growth
JKHY,0.000531711011801698,0.5266458133351363,0.1904395145172103,1,Defensive / Low-Risk,1,Defensive / Low-Risk
JNJ,-9.760547942648985e-05,0.0673467339249107,0.15472450190132395,1,Defensive / Low-Risk,1,Defensive / Low-Risk
JPM,0.0015690210357458213,0.8097000725903047,0.20770023953998176,1,Defensive / Low-Risk,1,Defensive / Low-Risk
KDP,0.00012922191748026424,0.21178693650945446,0.1767581579630262,1,Defensive / Low-Risk,1,Defensive / Low-Risk
KEY,0.0021322614370837567,1.449028180996622,0.39780219053263294,0,Aggressive Growth,0,Aggressive Growth
KEYS,0.00048785025864509234,1.38625112602841,0.3011256492718892,0,Aggressive Growth,0,Aggressive Growth
KHC,-0.0004204258278528254,0.20418213517127373,0.1864462153855092,1,Defensive / Low-Risk,1,Defensive / Low-Risk
KIM,0.0008908578823805206,0.7408887615070788,0.23648212213083908,1,Defensive / Low-Risk,1,Defensive / Low-Risk
KKR,0.002847409227857121,1.6562610230309138,0.3096620465084389,0,Aggressive Growth,0,Aggressive Growth
KLAC,0.0016075092669653485,2.10302191544544,0.39234553059369565,0,Aggressive Growth,0,Aggressive Growth
KMB,-2.427151346776245e-05,0.14556482609289773,0.16755490322757965,1,Defensive / Low-Risk,1,Defensive / Low-Risk
KMI,0.0014781004478049652,0.539810003207571,0.18057126081673636,1,Defensive / Low-Risk,1,Defensive / Low-Risk
KO,0.00010734750728671914,0.1850537007405328,0.1321273282989383,1,Defensive / Low-Risk,1,Defensive / Low-Risk
KR,0.0007530273731256903,0.24815795964478402,0.21177857014743945,1,Defensive / Low-Risk,1,Defensive / Low-Risk
KVUE,-0.0002792484326392665,0.4439035089672688,0.2639417082337262,1,Defensive / Low-Risk,1,Defensive / Low-Risk
L,0.0009692943387390795,0.5225302415194569,0.15807040893598237,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LDOS,0.0015947557109577948,0.5462362060101155,0.2382501472499409,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LEN,0.0006904348467581485,1.0411329702128358,0.3011056758348451,0,Aggressive Growth,0,Aggressive Growth
LH,0.0005791916278729793,0.4473260724958986,0.19995125552845192,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LHX,0.0004779015943454257,0.43693710525437224,0.20886466500743928,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LII,0.0020650645990037456,1.2100125881331434,0.2726308194083287,0,Aggressive Growth,0,Aggressive Growth
LIN,0.0004592555384304598,0.5778532052301812,0.15769745234910204,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LITE,0.0019158847372482443,2.3132190021593697,0.5244285270614257,0,Aggressive Growth,0,Aggressive Growth
LLY,0.0016237511655437056,0.7954549811878151,0.3033391998369579,1,Defensive / Low-Risk,0,Aggressive Growth
LMT,0.00034543516363316003,0.12420349609262298,0.1750262213391322,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LNT,0.0003781770560444567,0.2664035697017454,0.18262496782491722,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LOW,0.0006388515386740149,0.8881749531096742,0.22184027614338517,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LRCX,0.0011857379235344502,2.0643414952508246,0.39887521474278786,0,Aggressive Growth,0,Aggressive Growth
LULU,0.0002578884619855005,1.2017405050369354,0.35980892271950693,0,Aggressive Growth,0,Aggressive Growth
LUV,0.0006643307504373934,0.8927878644574926,0.34397363213172016,0,Aggressive Growth,0,Aggressive Growth
LVS,-0.0002095411315867284,0.9333535560254824,0.29295250082450225,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LYB,-0.00016080329362924443,0.6293992002068046,0.1943360677685723,1,Defensive / Low-Risk,1,Defensive / Low-Risk
LYV,0.0017407496703298,1.1655837235785946,0.28752021353691937,0,Aggressive Growth,0,Aggressive Growth
MA,0.0008801704554604991,0.7461248184956264,0.16199783240427237,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MAA,0.00031340280414574197,0.6256968139276826,0.20635689804535706,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MAR,0.0012350086360551982,1.0069219341261912,0.21702515424098087,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MAS,0.0009645464285295213,0.9315471542682798,0.2508868137359488,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MCD,0.00010628610814821867,0.3997168183422164,0.16214337353389996,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MCHP,-0.00032270389677495673,1.837553906042915,0.36338494522576203,1,Defensive / Low-Risk,0,Aggressive Growth
MCK,0.0012703055308917334,0.03875065806425338,0.2381121187110505,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MCO,0.0012087041102183237,0.9560343926873617,0.1949608974368426,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MDLZ,-0.0004532373537916701,0.27560985380588876,0.17258485582541006,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MDT,-6.025023671034052e-05,0.40410160357278324,0.1831601781560642,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MET,0.0012339970923286104,0.8573918462261226,0.22777458387330415,1,Defensive / Low-Risk,1,Defensive / Low-Risk
META,0.0024298959315148263,1.5153086279302477,0.3323540059225264,0,Aggressive Growth,0,Aggressive Growth
MGM,-0.0002857844116954792,1.4688300123803972,0.33175449032878024,0,Aggressive Growth,0,Aggressive Growth
MKC,-0.00015969919592252624,0.23261789985100464,0.22211918387542265,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MLM,0.0008058757386458502,1.068233325885505,0.22791097063374668,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MMM,0.0013762292090007237,0.8725284905752428,0.3138748398810004,1,Defensive / Low-Risk,0,Aggressive Growth
MNST,-0.0001245086933069658,0.46306032391179114,0.22820362100979663,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MO,0.000717262104380032,0.23726390063733527,0.17387027006778327,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MOS,-0.0007475384036768984,0.8553204109331166,0.3351925064150504,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MPC,0.0009232809544717334,0.5291073695653614,0.2772713785843942,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MPWR,0.0011770893141045033,2.5355782675585243,0.5198640134801265,0,Aggressive Growth,0,Aggressive Growth
MRK,-0.00020523916147886055,0.22791782014921466,0.1966086544177527,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MRNA,-0.0021909817613747543,1.2227866486396213,0.5562353747547628,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MRSH,0.000525863053060933,0.38093074694085916,0.14210200578991591,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MS,0.0012750426849852368,1.139629182894531,0.25767119457615506,0,Aggressive Growth,0,Aggressive Growth
MSCI,0.000807805749387656,0.7960451220098121,0.25658865435330114,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MSFT,0.0008904811690278739,1.1819549760324992,0.2062444054502963,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MSI,0.001222092865355579,0.6266361726408839,0.1756364680406933,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MTB,0.00153120581782538,1.0463508148333052,0.2961443665249193,0,Aggressive Growth,0,Aggressive Growth
MTD,-0.0002713050441871111,0.9857758575212363,0.3012361462998876,1,Defensive / Low-Risk,1,Defensive / Low-Risk
MU,0.001217948778188459,1.914563914110483,0.45222765388547476,0,Aggressive Growth,0,Aggressive Growth
NCLH,0.001979453429928556,1.7131612086307384,0.4912616805359364,0,Aggressive Growth,0,Aggressive Growth
NDAQ,0.001024971296726901,0.6771322146368756,0.21287275362477126,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NDSN,5.4835734239907765e-05,0.9295566476421381,0.21514705865638298,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NEE,0.00014277744498921075,0.3944811114422492,0.2714888290898015,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NEM,-0.000305247437318158,0.7389068669197659,0.34849441716251917,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NFLX,0.002664950751792385,1.1914288234733776,0.3299096315009494,0,Aggressive Growth,0,Aggressive Growth
NI,0.0008165025838887247,0.3381089607459634,0.17945566103974708,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NKE,-0.0009158871457456716,0.7268225692721676,0.3082826483421716,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NOC,0.0002890796311674394,0.14522096249768662,0.19763984649996205,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NOW,0.002361616752956766,1.4437675466049422,0.31637637416642783,0,Aggressive Growth,0,Aggressive Growth
NRG,0.0028348188982154324,0.924355811726442,0.31683146617171526,0,Aggressive Growth,0,Aggressive Growth
NSC,0.0005467382891384105,0.8889651734666952,0.2528044330198031,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NTAP,0.0017391321109324434,1.1696478430795534,0.3037270714485284,0,Aggressive Growth,0,Aggressive Growth
NTRS,0.0011496725623832507,0.9521516275903782,0.2653543068498577,1,Defensive / Low-Risk,0,Aggressive Growth
NUE,-0.00018831915534547902,1.0435602056907634,0.30985884992300233,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NVDA,0.0042996209490946905,2.491908160847997,0.5060510713794216,0,Aggressive Growth,0,Aggressive Growth
NVR,0.0009325387393554807,0.8815695410924145,0.23409015454368762,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NWS,0.0015472798537029277,0.9469622832478742,0.22587336864771787,1,Defensive / Low-Risk,0,Aggressive Growth
NWSA,0.0013256656835983235,0.9507612583768736,0.22400338407389864,1,Defensive / Low-Risk,1,Defensive / Low-Risk
NXPI,0.0008766057941950213,1.7801536176293435,0.33926754858198765,0,Aggressive Growth,0,Aggressive Growth
O,-7.463321951792916e-05,0.3518976399641798,0.18517876431541969,1,Defensive / Low-Risk,1,Defensive / Low-Risk
ODFL,0.0005150814430440026,1.1730855760888337,0.3191609354220362,0,Aggressive Growth,0,Aggressive Growth
OKE,0.0014162218410748112,0.6568193136626843,0.22118477252209962,1,Defensive / Low-Risk,1,Defensive / Low-Risk
OMC,0.00019855119681169798,0.8107469279621444,0.23696638103744289,1,Defensive / Low-Risk,1,Defensive / Low-Risk
ON,-7.447165646913659e-05,2.029087865282847,0.4618567562664258,1,Defensive / Low-Risk,0,Aggressive Growth
ORCL,0.0016127654951966707,1.3641057845333764,0.331105745626375,0,Aggressive Growth,0,Aggressive Growth
ORLY,0.0006491176407613056,0.44535712578211867,0.19540192535997164,1,Defensive / Low-Risk,1,Defensive / Low-Risk
OTIS,0.00032901101404776326,0.7756262566419644,0.18033490517520773,1,Defensive / Low-Risk,1,Defensive / Low-Risk
OXY,-0.0002468785214607794,0.4577649036489882,0.23176337030338925,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PANW,0.00207692116256281,1.3812661517935179,0.42219386959651956,0,Aggressive Growth,0,Aggressive Growth
PAYX,0.0008463902005527468,0.6540793349228888,0.19365326221375082,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PCAR,0.0012282979994730067,0.9410518648363017,0.24024525690381993,1,Defensive / Low-Risk,0,Aggressive Growth
PCG,0.0004636361897398548,0.3745305949645783,0.1977168577591233,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PEG,0.0008984385990553222,0.42155967118996435,0.1885937199501049,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PEP,-0.00039791671196316486,0.197630462150055,0.1604820209521707,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PFE,-0.0005355851193991467,0.2938984731200722,0.23960697678881823,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PFG,0.000507423810436098,0.8449915366180358,0.21739126127984584,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PG,0.00031304274930877207,0.13362374574807828,0.1483455476999261,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PGR,0.0016827781847430531,0.169110979752214,0.24897347940352096,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PH,0.0018190366362722517,1.3234608447492824,0.26074457396930667,0,Aggressive Growth,0,Aggressive Growth
PHM,0.001407748122885453,1.1223195315198609,0.30888225801375346,0,Aggressive Growth,0,Aggressive Growth
PKG,0.0014611910315435264,0.5710503793430979,0.19973971227636614,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PLD,-0.00015081749566913603,0.9539180863887098,0.2490748162672629,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PLTR,0.006443333584228033,2.616655153879336,0.6711993370535349,0,Aggressive Growth,0,Aggressive Growth
PM,0.000863644500947086,0.2591118192397383,0.18206120515479735,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PNC,0.001549382741147371,0.9728036761301987,0.2553989988297537,0,Aggressive Growth,0,Aggressive Growth
PNR,0.001521938908109817,1.0595173715535469,0.24531852539515275,0,Aggressive Growth,0,Aggressive Growth
PNW,0.0003816702067937581,0.2621488225733027,0.1902058913423895,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PODD,-0.00018385503835856493,0.9529479123120973,0.40317895670754056,1,Defensive / Low-Risk,0,Aggressive Growth
POOL,0.0002030373968189687,1.0330597396673655,0.3003450169114657,0,Aggressive Growth,0,Aggressive Growth
PPG,-0.0001455555066784309,0.7673579996139357,0.19258311240640014,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PPL,0.0005025779383968008,0.2693048308107428,0.1700457729888877,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PRU,0.0012734355626209711,0.9387819468041149,0.2196942733048235,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PSA,0.00034833816675410175,0.6224278041117911,0.22776684038090186,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PSKY,-0.00047700476952503674,0.9694038847083526,0.5233840416013942,1,Defensive / Low-Risk,0,Aggressive Growth
PSX,0.0007773072810018746,0.5355884819886082,0.2506397795301453,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PTC,0.0010086726259684303,1.099213686920727,0.2094319434850841,1,Defensive / Low-Risk,1,Defensive / Low-Risk
PWR,0.0017459820848829972,1.4816735085539217,0.3075591815981264,0,Aggressive Growth,0,Aggressive Growth
PYPL,0.0006723205671672897,1.351905223855707,0.3582368552694231,0,Aggressive Growth,0,Aggressive Growth
QCOM,0.0012211817914902774,1.8021111380156554,0.35339309372444466,0,Aggressive Growth,0,Aggressive Growth
RCL,0.0030306782111445304,1.4410039864161983,0.3334243170865358,0,Aggressive Growth,0,Aggressive Growth
REG,0.0007431055431582841,0.562391818611953,0.1936194762220636,1,Defensive / Low-Risk,1,Defensive / Low-Risk
REGN,-4.17217573845428e-05,0.6118340176425178,0.2168319350518066,1,Defensive / Low-Risk,1,Defensive / Low-Risk
RF,0.0013471758182455318,1.1518851783036095,0.3041179819610336,0,Aggressive Growth,0,Aggressive Growth
RJF,0.0016601423704594776,0.9083529504982485,0.24068769757156985,0,Aggressive Growth,0,Aggressive Growth
RL,0.002045998770064997,1.0585673624015792,0.30408020064343494,0,Aggressive Growth,0,Aggressive Growth
RMD,0.00027604026446472895,0.9594042981455689,0.36821408671066225,1,Defensive / Low-Risk,0,Aggressive Growth
ROK,0.0003208982411922313,1.3092141312540024,0.3049663650759015,0,Aggressive Growth,0,Aggressive Growth
ROL,0.00040240474597929307,0.50031173082255,0.2232075366065028,1,Defensive / Low-Risk,1,Defensive / Low-Risk
ROP,0.00040088407743490257,0.8144677099172651,0.16333491575270523,1,Defensive / Low-Risk,1,Defensive / Low-Risk
ROST,0.0010582056650273153,0.7512635678848103,0.2118878999163103,1,Defensive / Low-Risk,1,Defensive / Low-Risk
RSG,0.0008563019323471438,0.33834732121950234,0.14052231196102302,1,Defensive / Low-Risk,1,Defensive / Low-Risk
RTX,0.0006438183765309783,0.33136311071749336,0.21145728504782924,1,Defensive / Low-Risk,1,Defensive / Low-Risk
RVTY,-0.00019596603964948866,0.8000706911968178,0.30036981900147347,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SATS,0.0017877711887820402,1.3517457185573691,0.6838840272968901,1,Defensive / Low-Risk,0,Aggressive Growth
SBAC,-0.00015528283848750184,0.5161857757095821,0.27341389866278015,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SBUX,-3.564953642858185e-05,0.8234360587538887,0.31962809683761484,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SCHW,0.0013070182268262222,0.8839762875296096,0.29273880424269627,1,Defensive / Low-Risk,0,Aggressive Growth
SHW,0.0010895646729401642,0.9133447206218221,0.21002939489384057,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SJM,-0.0006168913340794075,0.11169434910042088,0.2197590007999652,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SLB,-0.00014056578558964698,0.7297611481019888,0.2782077034417837,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SMCI,0.004025241325016722,3.1132769074581055,1.0342902342474642,0,Aggressive Growth,0,Aggressive Growth
SNA,0.0008587525716427121,0.8426627233230497,0.22137123891852353,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SNPS,0.0009007071471973728,1.7920980406266,0.3385842303633865,0,Aggressive Growth,0,Aggressive Growth
SO,0.0004653626607206827,0.1436668187843304,0.17403493289971064,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SPG,0.001452437965760487,0.8439294408085593,0.21948277668176283,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SPGI,0.0009643938063338805,0.8483913896075141,0.18148984132307563,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SRE,0.000523354806627002,0.40832563240394,0.18630331389495416,1,Defensive / Low-Risk,1,Defensive / Low-Risk
STE,0.00033624394580118435,0.5910198885759058,0.21796597392385492,1,Defensive / Low-Risk,1,Defensive / Low-Risk
STLD,0.0006565981810978286,1.0901300931216031,0.3112483027385507,0,Aggressive Growth,0,Aggressive Growth
STT,0.0011628441145479045,0.8607525859177341,0.2346613939557434,1,Defensive / Low-Risk,1,Defensive / Low-Risk
STX,0.0014143667514242447,1.1681371146228121,0.3150258923680265,0,Aggressive Growth,0,Aggressive Growth
STZ,0.000111141351615475,0.44348236563798377,0.1891793041747594,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SW,0.001455711763970814,0.5765674496271466,0.4069207009643019,1,Defensive / Low-Risk,0,Aggressive Growth
SWK,0.0001818841500261586,1.0626227264599803,0.31777289647406065,0,Aggressive Growth,0,Aggressive Growth
SWKS,-2.0990465597094695e-06,1.6010107807882985,0.33157343840422876,0,Aggressive Growth,0,Aggressive Growth
SYF,0.0024257225405905788,1.22771104848666,0.32425571489405014,0,Aggressive Growth,0,Aggressive Growth
SYK,0.0006842114185495561,0.657724919443515,0.19985742697787218,1,Defensive / Low-Risk,1,Defensive / Low-Risk
SYY,0.00019428150678145494,0.3891761061724854,0.1830543923348536,1,Defensive / Low-Risk,1,Defensive / Low-Risk
T,0.0010490354352578582,0.047347685140469296,0.22890308157502515,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TAP,-8.465460846487596e-05,0.43029922173322527,0.21856158643083537,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TDG,0.0015481394543261427,0.9714237477177816,0.2296036835780744,1,Defensive / Low-Risk,0,Aggressive Growth
TDY,0.00039807790958943523,0.786994857289306,0.2144691163393075,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TECH,-0.0001201438371805544,1.0208197581309728,0.3437887120525789,1,Defensive / Low-Risk,0,Aggressive Growth
TEL,0.0005920343006756185,1.0746464336224955,0.20661100511928943,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TER,0.0011411508577458397,2.177658725724944,0.39848719240285313,0,Aggressive Growth,0,Aggressive Growth
TFC,0.0016443862227474956,1.2657884039804503,0.30727653085884854,0,Aggressive Growth,0,Aggressive Growth
TGT,9.624428575013235e-05,0.6356775632513628,0.35587692648336305,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TJX,0.0011930158590094805,0.6556848155937463,0.1642705119203693,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TKO,0.001037189325006793,0.5523614002800461,0.3382745779979085,1,Defensive / Low-Risk,0,Aggressive Growth
TMO,-1.914063214360424e-05,0.7018391461720739,0.20578274463503657,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TMUS,0.0011793985434822459,0.337235954872167,0.17789399211609297,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TPL,0.0025164360101242018,0.8027011285642563,0.4260328553342539,0,Aggressive Growth,0,Aggressive Growth
TPR,0.0016808904889198662,0.9966715292463515,0.35283886760951133,1,Defensive / Low-Risk,0,Aggressive Growth
TRGP,0.0024631588826098047,0.6738175553282634,0.23629916013295119,0,Aggressive Growth,0,Aggressive Growth
TRMB,0.0011283977033080324,1.25108337241151,0.3037193820010121,0,Aggressive Growth,0,Aggressive Growth
TROW,0.000467737036310102,1.2826648357656325,0.24547813789259895,0,Aggressive Growth,0,Aggressive Growth
TRV,0.0008841825192277738,0.4478987464412571,0.21150094174292997,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TSCO,0.00046775931860299576,0.7876343005629263,0.24607329356042232,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TSLA,0.0028524604814560033,2.3606722893910344,0.5766144757435281,0,Aggressive Growth,0,Aggressive Growth
TSN,0.00017020163412267338,0.11823638747738825,0.25438981684513184,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TT,0.001946771513083269,1.0527475610766,0.24286451259566,0,Aggressive Growth,0,Aggressive Growth
TTD,0.0019256637493987444,1.733736080184124,0.431382089227275,0,Aggressive Growth,0,Aggressive Growth
TTWO,0.0011404073136234924,0.8860903973296798,0.24652068926123982,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TXN,0.0006040891324937208,1.3624425739435715,0.25967312377164814,0,Aggressive Growth,0,Aggressive Growth
TXT,0.0004932223538383557,0.8676691474203431,0.23843541324063744,1,Defensive / Low-Risk,1,Defensive / Low-Risk
TYL,0.0010732821533453911,0.8362265620078376,0.23505133479255216,1,Defensive / Low-Risk,1,Defensive / Low-Risk
UAL,0.0022755924900518375,1.4210452266427496,0.40273730524833656,0,Aggressive Growth,0,Aggressive Growth
UBER,0.0014102717699162077,1.3929264018294676,0.3702816177238333,0,Aggressive Growth,0,Aggressive Growth
UDR,0.00041984153087986135,0.719885129972348,0.2079497572659243,1,Defensive / Low-Risk,1,Defensive / Low-Risk
UHS,0.0007380047673682512,0.7155346504010411,0.2664262316584329,1,Defensive / Low-Risk,1,Defensive / Low-Risk
ULTA,-0.00017903291174534825,0.7827531308759232,0.3323512710900769,1,Defensive / Low-Risk,1,Defensive / Low-Risk
UNH,0.0002753554213033552,0.16411253829977837,0.24676580059765382,1,Defensive / Low-Risk,1,Defensive / Low-Risk
UNP,0.0005232391731663559,0.6219762697808499,0.19841695850713698,1,Defensive / Low-Risk,1,Defensive / Low-Risk
UPS,-0.00045636535705489246,0.7457245118927907,0.24416539014007912,1,Defensive / Low-Risk,1,Defensive / Low-Risk
URI,0.0021269372419276656,1.7201206039017995,0.3554685352916162,0,Aggressive Growth,0,Aggressive Growth
USB,0.0015853812671541246,1.1929712428229775,0.2994462537264039,0,Aggressive Growth,0,Aggressive Growth
V,0.0008928119282928893,0.6637701457980724,0.16110476355057857,1,Defensive / Low-Risk,1,Defensive / Low-Risk
VICI,4.841603075982667e-05,0.5550996340600123,0.1861938524209986,1,Defensive / Low-Risk,1,Defensive / Low-Risk
VLO,0.0006768102893710857,0.574471808063292,0.2844001851389441,1,Defensive / Low-Risk,1,Defensive / Low-Risk
VMC,0.0008542455393663798,1.0457486762807624,0.22316926106640422,1,Defensive / Low-Risk,1,Defensive / Low-Risk
VRSK,0.0007881563071158911,0.3735994570348255,0.17918880968021544,1,Defensive / Low-Risk,1,Defensive / Low-Risk
VRSN,-8.346768437937628e-05,0.5868829603503969,0.18968747677414186,1,Defensive / Low-Risk,1,Defensive / Low-Risk
VRT,0.005584748165755036,2.259167489186933,0.558148476568246,0,Aggressive Growth,0,Aggressive Growth
VRTX,0.00048287131233289566,0.6635829091076019,0.24938495691744286,1,Defensive / Low-Risk,1,Defensive / Low-Risk
VST,0.004780015973863685,1.4722758772543287,0.46343806726313014,0,Aggressive Growth,0,Aggressive Growth
VTR,0.0007594333318643931,0.5931498114438665,0.2315579408670767,1,Defensive / Low-Risk,1,Defensive / Low-Risk
VTRS,0.0011137289152191138,0.6460258858454786,0.2829644028174007,1,Defensive / Low-Risk,1,Defensive / Low-Risk
VZ,0.0005108022845752505,0.1499722950750684,0.22393780693822649,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WAB,0.0017029289012896452,0.922575584571372,0.2037786238865682,1,Defensive / Low-Risk,1,Defensive / Low-Risk
WAT,0.0007462187656453814,0.9774155377918365,0.32556995928592003,0,Aggressive Growth,0,Aggressive Growth
WBD,0.00015895506195138452,1.2015878831900495,0.5153833047274181,1,Defensive / Low-Risk,0,Aggressive Growth
WDAY,0.0010495447054482939,1.0751657470161524,0.32570567890067903,0,Aggressive Growth,0,Aggressive Growth
WDC,0.0016971391999862486,1.6090460454671383,0.3766714939719828,0,Aggressive Growth,0,Aggressive Growth
